id,license_number,primary_owner,office_of_application,business_name,business_address,county,census_tract,licensee,license_type_status,status_date,original_issue_date,expiration_date,duplicate,conditions,operating_restrictions,disciplinary_action,disciplinary_history,holds,escrows,from_license_number,transferred_on,to_license_number,transferred_on2,place_name,website,types,business_status,fee_code,master,transfers,business_name_secondary,business_address_secondary,phone_number,license_type,primary_name,dba_name,prem_addr_1,prem_addr_2,prem_city,prem_state,prem_zip,yelp_link,yelp_name,yelp_phone,yelp_website,yelp_rating,output_lincense_file_status,yelp_file_status
126,340125,THREE GROUP INC,04 - LA/METRO,CRAZY GIRLS,1433 N LA BREA AVE   LOS ANGELES  CA  90028,LOS ANGELES,1899.06,THREE GROUP INC,DEPARTMENT REVOKED,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,Reg. Number:        21091400        Section:CCR 4  1  143.2(3)/ CCR 143.3(1)(A)(C)Section:PC 647(B)Section:23804Section:CCR 4  1  143Section:HSC 11350Section:11362.3(A)(1)             Proceeding Status:            CLOSED                    Decision:            REVOKED                        Suspension Start Date:            26-SEP-2024,No Active Holds found,No Escrow found,48-176017,,N/A,,Crazy Girls,https://crazygirlshollywood.club/,  night_club |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,CRAZY GIRLS,1433 N LA BREA AVE   LOS ANGELES  CA  90028,+1 818-441-2869,48 - ON-SALE GENERAL PUBLIC PREMISES,THREE GROUP INC,CRAZY GIRLS,1433 N LA BREA AVE,,LOS ANGELES,CA,90028,https://www.yelp.nl/biz/crazy-girls-los-angeles-3?osq=CRAZY+GIRLS,Crazy Girls,(213) 687-4244,https://crazygirlshollywood.club,3.6,True,True
127,480103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
128,465565,CARRANCO  JOSE E,27 - SANTA ROSA,LAGUNA,15204 LAKESHORE DR # 3  CLEARLAKE  CA  95422,LAKE,8.02,DECARRANCO  ARCELIA RINCON| CARRANCO  JOSE E,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,Reg. Number:        10072406        Section:23402Section:24200(a&b)            Proceeding Status:            CLOSED                    Decision:            POIC                        Suspension Days:            15,No Active Holds found,No Escrow found,47-370703,,N/A,,15204 Lakeshore Dr #3,,  subpremise,,P0,Y,1,LAGUNA,15204 LAKESHORE DR # 3  CLEARLAKE  CA  95422,,47 - ON-SALE GENERAL EATING PLACE,CARRANCO  JOSE E,LAGUNA,15204 LAKESHORE DR,# 3,CLEARLAKE,CA,95422-8107,https://www.yelp.nl/biz/pine-dell-resort-and-store-clearlake?osq=LAGUNA,Pine Dell Resort & Store,(707) 994-2227,https://pinedellrvpark.com,3.8,True,True
129,376502,GLOBAL INVESTMENTS & INTERNATIONAL HOLDING LLC,02 - MONROVIA,MONTANAS,657 W ARROW HWY   SAN DIMAS  CA  91773,LOS ANGELES,4013.11,GLOBAL INVESTMENTS & INTERNATIONAL HOLDING LLC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,48-212512,,N/A,,Montana's,http://www.montanas-countrynightclub.com/,  night_club |   bar |   point_of_interest |   establishment,OPERATIONAL,P20,Y,1,MONTANAS,657 W ARROW HWY   SAN DIMAS  CA  91773,+1 909-592-2211,48 - ON-SALE GENERAL PUBLIC PREMISES,GLOBAL INVESTMENTS & INTERNATIONAL HOLDING LLC,MONTANAS,657 W ARROW HWY,,SAN DIMAS,CA,91773,https://www.yelp.nl/biz/montanas-country-night-club-san-dimas?osq=MONTANAS,Montana's Country Night Club,(909) 592-2211,https://montanas-countrynightclub.com,3.1,True,True
130,270920,MASADA  JAMIE CHAIM,04 - LA/METRO,LAUGH FACTORY,8001 W SUNSET BLVD   WEST HOLLYWOOD  CA  90046,LOS ANGELES,1898.01,MASADA  JAMIE CHAIM,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,N/A,,N/A,,Laugh Factory,http://www.laughfactory.com/,  bar |   night_club |   point_of_interest |   establishment,OPERATIONAL,P20,Y,1,LAUGH FACTORY,8001 W SUNSET BLVD   WEST HOLLYWOOD  CA  90046,+1 323-656-1336,47 - ON-SALE GENERAL EATING PLACE,MASADA  JAMIE CHAIM,LAUGH FACTORY,8001 W SUNSET BLVD,,WEST HOLLYWOOD,CA,90046,https://www.yelp.nl/biz/chocolate-sundaes-comedy-show-west-hollywood?osq=LAUGH+FACTORY,Chocolate Sundaes Comedy Show,(424) 248-9325,https://chocolatesundaes.com,4.3,True,True
131,282417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
132,60586,HASSAL INC,04 - LA/METRO,FUBAR,7994 SANTA MONICA BLVD   WEST HOLLYWOOD  CA  90046,LOS ANGELES,7002.00,HASSAL INC,AUTO REVOKED,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,Hold Type:                    FRANCHISE TAX HOLD                    Hold Date:                    25-JAN-2008                                        Hold Type:                    BOARD OF EQUALIZATION HOLD                    Hold Date:                    12-APR-2018,No Escrow found,N/A,,48-607888,,Fubar,,  bar |   point_of_interest |   establishment,CLOSED_PERMANENTLY,P20,Y,1,FUBAR,7994 SANTA MONICA BLVD   WEST HOLLYWOOD  CA  90046,+1 323-654-0396,48 - ON-SALE GENERAL PUBLIC PREMISES,HASSAL INC,FUBAR,7994 SANTA MONICA BLVD,,WEST HOLLYWOOD,CA,90046-5109,,,,,,True,True
133,111923,MARTINEZ  RUTH,29 - LODI,EL RANCHITO INC,3048 ATCHISON ST   RIVERBANK  CA  95367,STANISLAUS,3.01,TINAJERO  ANA| TINAJERO  GEORGE| MARTINEZ  RUTH| TINAJERO  CARLOS,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,N/A,,N/A,,El Ranchito,,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P20,Y,1,EL RANCHITO INC,3048 ATCHISON ST   RIVERBANK  CA  95367,+1 209-869-0196,47 - ON-SALE GENERAL EATING PLACE,MARTINEZ  RUTH,EL RANCHITO INC,3048 ATCHISON ST,,RIVERBANK,CA,95367,,,,,,True,True
134,442329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
135,253112,MIAO  HSIAO YEN,21 - FRESNO,FU HAI RESTAURANT,1704 E BELMONT AVE   FRESNO  CA  93701,FRESNO,6.02,MIAO  TIEN YUNG| MIAO  HSIAO YEN,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,Reg. Number:        98042305        Section:23402Section:24200(a&b)            Proceeding Status:            CLOSED                    Decision:            SUSPEND                        Suspension Days:            10                        Stayed Days:            0                        Suspension Start Date:            17-FEB-1998                        Suspension End Date:            26-FEB-1998,No Active Holds found,No Escrow found,N/A,,48-631842,,Fu Hai Restaurant,,  restaurant |   food |   point_of_interest |   establishment,CLOSED_PERMANENTLY,P40,Y,1,FU HAI RESTAURANT,1704 E BELMONT AVE   FRESNO  CA  93701,+1 559-233-7797,47 - ON-SALE GENERAL EATING PLACE,MIAO  HSIAO YEN,FU HAI RESTAURANT,1704 E BELMONT AVE,,FRESNO,CA,93701,https://www.yelp.nl/biz/fu-hai-restaurant-fresno?osq=FU+HAI+RESTAURANT,Fu Hai Restaurant,(559) 233-7797,not url,Restaurants,True,True
136,397085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
137,400007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
138,258498,BERGER  CHERYL,22 - CONCORD,CLARION SUITES LAKE MERRITT HOTEL,1800 MADISON ST   OAKLAND  CA  94612,ALAMEDA,4034.01,BERGER  RANDALL| BERGER  CHERYL,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,N/A,,N/A,,The Lake Merritt Apartments,http://www.thelakemerrittapts.com/,  point_of_interest |   establishment,OPERATIONAL,P40,Y,1,CLARION SUITES LAKE MERRITT HOTEL,1800 MADISON ST   OAKLAND  CA  94612,+1 510-603-5733,47 - ON-SALE GENERAL EATING PLACE,BERGER  CHERYL,CLARION SUITES LAKE MERRITT HOTEL,1800 MADISON ST,,OAKLAND,CA,94612,,,,,,True,True
139,395187,CORRENTI BOYS INC,24 - SAN FRANCISCO,TRATTORIA CONTADINA RESTAURANT,1800 MASON ST   SAN FRANCISCO  CA  94133,SAN FRANCISCO,107.02,CORRENTI BOYS INC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,Hold Type:                    BOARD OF EQUALIZATION HOLD                    Hold Date:                    29-DEC-2020,No Escrow found,47-404307,,N/A,,Trattoria Contadina,http://www.trattoriacontadina.com/,  bar |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,TRATTORIA CONTADINA RESTAURANT,1800 MASON ST   SAN FRANCISCO  CA  94133,+1 415-982-5728,47 - ON-SALE GENERAL EATING PLACE,CORRENTI BOYS INC,TRATTORIA CONTADINA RESTAURANT,1800 MASON ST,,SAN FRANCISCO,CA,94133-2711,https://www.yelp.nl/biz/trattoria-contadina-san-francisco?osq=TRATTORIA+CONTADINA+RESTAURANT,Trattoria Contadina,(415) 982-5728,https://trattoriacontadina.com,4.2,True,True
140,330059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
141,456082,PLATA ENTERTAINMENT LLC,04 - LA/METRO,BACKROOM THE,8788 W SUNSET BLVD   WEST HOLLYWOOD  CA  90069,LOS ANGELES,7005.02,PLATA ENTERTAINMENT LLC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,47-433603,,N/A,,The Backroom,https://statesocialhouse.com/,  bar |   restaurant |   food |   point_of_interest |   store |   establishment,OPERATIONAL,P20,Y,1,BACKROOM THE,8788 W SUNSET BLVD   WEST HOLLYWOOD  CA  90069,+1 310-657-8100,47 - ON-SALE GENERAL EATING PLACE,PLATA ENTERTAINMENT LLC,BACKROOM THE,8788 W SUNSET BLVD,,WEST HOLLYWOOD,CA,90069-2206,https://www.yelp.nl/biz/state-social-house-west-hollywood-2?osq=BACKROOM+THE,State Social House,(310) 657-8100,https://statesocialhouse.com,3.6,True,True
142,351053,VARUJ LLC,11 - SANTA ANA,BAYSIDE RESTAURANT,900 BAYSIDE DR   NEWPORT BEACH  CA  92660,ORANGE,630.04,VARUJ LLC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,47-339223,,N/A,,Bayside Restaurant,https://www.baysiderestaurant.com/,  restaurant |   bar |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,BAYSIDE RESTAURANT,900 BAYSIDE DR   NEWPORT BEACH  CA  92660,+1 949-721-1222,47 - ON-SALE GENERAL EATING PLACE,VARUJ LLC,BAYSIDE RESTAURANT,900 BAYSIDE DR,,NEWPORT BEACH,CA,92660,https://www.yelp.nl/biz/bayside-restaurant-newport-beach-2?osq=BAYSIDE+RESTAURANT,Bayside Restaurant,(949) 721-1222,https://baysiderestaurant.com,3.7,True,True
143,247316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
144,45344,MI CASA COSTA MESA INC,11 - SANTA ANA,MI CASA MEXICAN RESTAURANT,296 E 17TH ST   COSTA MESA  CA  92627,ORANGE,633.01,MI CASA COSTA MESA INC,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,N/A,,N/A,,Mi Casa,https://www.micasa1.com/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,MI CASA MEXICAN RESTAURANT,296 E 17TH ST   COSTA MESA  CA  92627,+1 949-645-7626,47 - ON-SALE GENERAL EATING PLACE,MI CASA COSTA MESA INC,MI CASA MEXICAN RESTAURANT,296 E 17TH ST,,COSTA MESA,CA,92627,https://www.yelp.nl/biz/playa-mesa-costa-mesa,Playa Mesa,(949) 287-5292,https://playamesa.com,4.4,True,True
145,428062,ALLEN  HYE KYUNG,22 - CONCORD,YOSHINO SUSHI RESTAURANT,296 HEGENBERGER RD   OAKLAND  CA  94621,ALAMEDA,4090.00,KIM  JOSEPH| ALLEN  HYE KYUNG,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,Hold Type:                    FRANCHISE TAX HOLD                    Hold Date:                    28-NOV-2016,No Escrow found,N/A,,N/A,,Yoshino Sushi,,  night_club |   bar |   restaurant |   food |   point_of_interest |   establishment,CLOSED_TEMPORARILY,P40,Y,1,YOSHINO SUSHI RESTAURANT,296 HEGENBERGER RD   OAKLAND  CA  94621,+1 510-430-2552,47 - ON-SALE GENERAL EATING PLACE,ALLEN  HYE KYUNG,YOSHINO SUSHI RESTAURANT,296 HEGENBERGER RD,,OAKLAND,CA,94621,https://www.yelp.nl/biz/yoshino-sushi-oakland?osq=YOSHINO+SUSHI+RESTAURANT,Yoshino Sushi,(510) 430-2552,not url,3,True,True
146,319982,PEEL  F GERALD,12 - VENTURA,CROWN & ANCHOR,2889-91 E THOUSAND OAKS BLVD   THOUSAND OAKS  CA  91362,VENTURA,71.00,PEEL  MARGARET W| PEEL  F GERALD,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,Reg. Number:        00049513        Section:25658(a)Section:24200(a)            Proceeding Status:            CLOSED                    Decision:            POIC                        Suspension Days:            15                        POIC/Fine:            3000,No Active Holds found,No Escrow found,47-292707,,N/A,,2889 E Thousand Oaks Blvd,,  street_address,,P40,Y,1,CROWN & ANCHOR,2889-91 E THOUSAND OAKS BLVD   THOUSAND OAKS  CA  91362,,47 - ON-SALE GENERAL EATING PLACE,PEEL  F GERALD,CROWN & ANCHOR,2889-91 E THOUSAND OAKS BLVD,,THOUSAND OAKS,CA,91362,,,,,,True,True
147,481256,CASA GRANDE EVENTS LLC,04 - LA/METRO,PARAMOUNT THE,2706-08 CESAR E CHAVEZ AVE   LOS ANGELES  CA  90033,LOS ANGELES,2042.00,CASA GRANDE EVENTS LLC,ACTIVE,,,,,INTERCOUNTY PRIORITIES  NO SALE 5 YEARS,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,Hold Type:                    BOARD OF EQUALIZATION HOLD                    Hold Date:                    17-NOV-2021,No Escrow found,47-430868,,N/A,,The Paramount,http://www.paramountla.com/,  night_club |   bar |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,PARAMOUNT THE,2706-08 CESAR E CHAVEZ AVE   LOS ANGELES  CA  90033,+1 323-262-9300,47 - ON-SALE GENERAL EATING PLACE,CASA GRANDE EVENTS LLC,PARAMOUNT THE,2706-08 CESAR E CHAVEZ AVE,,LOS ANGELES,CA,90033-3106,https://www.yelp.nl/biz/the-paramount-los-angeles?osq=PARAMOUNT+THE,The Paramount,(323) 262-9300,https://paramountla.com,4.1,True,True
148,428045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
149,437887,CLAREMONT STAR L-PSHIP,02 - MONROVIA,DOUBLE TREE HOTEL OF CLAREMONT,415-555 W FOOTHILL BLVD   CLAREMONT  CA  91711,LOS ANGELES,4018.02,CLAREMONT STAR L-PSHIP,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,Reg. Number:        09071504        Section:25658(a)Section:24200(a&b)            Proceeding Status:            CLOSED                    Decision:            POIC                        Suspension Days:            15                        POIC/Fine:            3000,No Active Holds found,No Escrow found,48-392344,,N/A,,DoubleTree by Hilton Hotel Claremont,https://www.hilton.com/en/hotels/ontcldt-doubletree-claremont/?SEO_id=GMB-AMER-DT-ONTCLDT&y_source=1_MTM3MjY3NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,  lodging |   point_of_interest |   establishment,OPERATIONAL,P20,Y,1,DOUBLE TREE HOTEL OF CLAREMONT,415-555 W FOOTHILL BLVD   CLAREMONT  CA  91711,+1 909-626-2411,47 - ON-SALE GENERAL EATING PLACE,CLAREMONT STAR L-PSHIP,DOUBLE TREE HOTEL OF CLAREMONT,415-555 W FOOTHILL BLVD,,CLAREMONT,CA,91711-2766,https://www.yelp.nl/biz/doubletree-by-hilton-hotel-claremont-claremont?osq=DOUBLE+TREE+HOTEL+OF+CLAREMONT,DoubleTree by Hilton Hotel Claremont,(909) 626-2411,https://hilton.com,3.4,True,True
150,352352,NORTH END ENTERTAINMENT LLC,03 - LB/LAKEWOOD,NORTH END BAR AND GRILL,2626 HERMOSA AVE   HERMOSA BEACH  CA  90254,LOS ANGELES,6210.05,NORTH END ENTERTAINMENT LLC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,Reg. Number:        08068861        Section:25658(a)Section:24200(a&b)            Proceeding Status:            CLOSED                    Decision:            POIC                        Suspension Days:            15                        POIC/Fine:            3000,No Active Holds found,No Escrow found,47-330339,,N/A,,North End Bar & Grill,http://www.northendbar.com/,  bar |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P0,Y,1,NORTH END BAR AND GRILL,2626 HERMOSA AVE   HERMOSA BEACH  CA  90254,+1 310-379-5379,47 - ON-SALE GENERAL EATING PLACE,NORTH END ENTERTAINMENT LLC,NORTH END BAR AND GRILL,2626 HERMOSA AVE,,HERMOSA BEACH,CA,90254,https://www.yelp.nl/biz/north-end-bar-and-grill-hermosa-beach?osq=NORTH+END+BAR+AND+GRILL,North End Bar & Grill,(310) 379-5379,https://northendbar.com,4,True,True
151,444199,KAMBO  JAGDEEP SINGH,10 - SAN DIEGO,ROYAL INDIA,329 MARKET ST   SAN DIEGO  CA  92101,SAN DIEGO,54.03,KAMBO  JAGDEEP SINGH| KAMBO  SANDEEP SINGH,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,47-399498,,N/A,,Royal India - San Diego,http://www.royalindia.com/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,ROYAL INDIA,329 MARKET ST   SAN DIEGO  CA  92101,+1 619-269-9999,47 - ON-SALE GENERAL EATING PLACE,KAMBO  JAGDEEP SINGH,ROYAL INDIA,329 MARKET ST,,SAN DIEGO,CA,92101,,,,,,True,True
152,370628,STERLING  LANCE,05 - VAN NUYS,CANYON CLUB,28912 ROADSIDE DR   AGOURA HILLS  CA  91301,LOS ANGELES,8003.36,STERLING  LANCE,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,Hold Type:                    FRANCHISE TAX HOLD                    Hold Date:                    18-DEC-2017,No Escrow found,47-304417,,47-588313  47-588315,,The Canyon - Agoura Hills,http://wheremusicmeetsthesoul.com/canyon-agoura-hills/,  night_club |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P0,Y,1,CANYON CLUB,28912 ROADSIDE DR   AGOURA HILLS  CA  91301,+1 888-645-5006,47 - ON-SALE GENERAL EATING PLACE,STERLING  LANCE,CANYON CLUB,28912 ROADSIDE DR,,AGOURA HILLS,CA,91301-3304,https://www.yelp.nl/biz/the-canyon-agoura-hills-agoura-hills?osq=CANYON+CLUB,The Canyon Agoura Hills,(888) 645-5006,https://wheremusicmeetsthesoul.com,2.5,True,True
153,329427,ANDERSON  ALMA L,22 - CONCORD,OAK DOOR INC.,3062 PACIFIC AVE   LIVERMORE  CA  94550,ALAMEDA,4515.01,ANDERSON  ALMA L,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,Reg. Number:        16083892        Section:25658(A)            Proceeding Status:            CLOSED                    Decision:            ALL STAYED                        Suspension Days:            10                        Stayed Days:            10,No Active Holds found,No Escrow found,48-260498,,N/A,,The Oak Door,https://www.yellowpages.com/livermore-ca/mip/the-oak-door-4526701,  bar |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,OAK DOOR INC.,3062 PACIFIC AVE   LIVERMORE  CA  94550,,48 - ON-SALE GENERAL PUBLIC PREMISES,ANDERSON  ALMA L,OAK DOOR INC.,3062 PACIFIC AVE,,LIVERMORE,CA,94550,,,,,,True,True
154,470028,CARVER DEAN LLC,25 - SAN JOSE,ORCHID ROOM,678 LAUREL ST   SAN CARLOS  CA  94070,SAN MATEO,6092.02,CARVER DEAN LLC,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,48-392118,,N/A,,Orchid Room,https://www.facebook.com/pages/Orchid-Room/532029286959670,  bar |   point_of_interest |   establishment,OPERATIONAL,P20,Y,1,ORCHID ROOM,678 LAUREL ST   SAN CARLOS  CA  94070,+1 650-592-7696,48 - ON-SALE GENERAL PUBLIC PREMISES,CARVER DEAN LLC,ORCHID ROOM,678 LAUREL ST,,SAN CARLOS,CA,94070-3112,https://www.yelp.nl/biz/orchid-room-san-carlos?osq=ORCHID+ROOM,Orchid Room,(650) 592-7696,not url,3.6,True,True
